NetLoad,OptimalCharge,OptimalSOC
0.8257327785633485,8.503401360573743e-05,0.1000000000000003
0.7260706985294119,8.503401360542659e-05,0.10000000000000028
0.660894763857466,8.50340136050984e-05,0.09999999999999994
0.620910663178733,8.503401360565771e-05,0.10000000000000014
0.5818882989253393,8.503401360536957e-05,0.10000000000000007
0.5792798783936651,8.50340136054616e-05,0.10000000000000009
0.6550267958144796,8.503401360565493e-05,0.1000000000000003
0.6382305094178082,8.503401360523329e-05,0.10000000000000009
0.1957960731388768,8.50340136056176e-05,0.10000000000000026
-0.34612193383853107,0.10212485158783903,0.19999902122274918
-0.772376086074482,0.10221004089652504,0.2999981954503248
-1.0272953848358892,0.10229528048704165,0.399997571831417
-1.138859134353985,0.10238060048422355,0.4999972289960965
-1.0444129948586118,0.10246597886478896,0.5999972239260929
-0.8153125100057176,0.10255143816284204,0.699997635639073
-0.47152132440900035,0.10263697492617244,0.7999985397036894
-0.05702731911869226,0.1027225772919019,0.9000000000000002
0.3430602198269749,-0.05297776077574308,0.8451910604329155
0.750437277486911,-0.05239398296942231,0.7910234866212394
0.9984416445135746,-0.051809722006572356,0.7374972371103757
1.1433858880090497,-0.05122497750956411,0.6846122708656095
1.1658815554298643,-0.05063974355598825,0.6323685529296961
1.0871899490950228,-0.050054020658680747,0.5807660478512199
0.9620471295248868,-0.04946781018329857,0.5298047188147806
0.8212731207579185,-0.04888111092263979,0.47948453026749643
0.7439572525452489,-0.048293914815373366,0.42980545491196054
0.6895757055995475,-0.04770624853130038,0.3807674382594315
0.6316751979638009,-0.04711806907711864,0.3323704697372915
0.5891034360859728,-0.04652941241358907,0.28461450208707945
0.5866532635746606,-0.04594026007769258,0.23749950692953145
0.6665270008484163,-0.04535062507904949,0.19102544263391041
0.6563750121134387,-0.04476049110082887,0.14519228425399894
0.19673189094620208,-0.044169864870110126,0.10000000000000142
-0.392589111923921,0.10212485472643686,0.19999902429857622
-0.8288958748180495,0.10221003216007865,0.2999981899618711
-1.1037673848141236,0.10229528151569806,0.3999975673556203
-1.1727068584514098,0.10238059989994619,0.49999722395143786
-1.0395739768670569,0.10246597827055774,0.5999972183032916
-0.7962474382760096,0.10255144295072671,0.6999976347130843
-0.4272985977175463,0.10263697567848298,0.7999985395157367
-0.04710810349729883,0.10272257748353043,0.9
0.3678395935995468,-0.05297775943180001,0.8451910618042857
0.7396463907753255,-0.05239398829048457,0.7910234825618114
0.9993584770927603,-0.05180972316072045,0.7374972318766285
1.1436616982466064,-0.05122497523381944,0.6846122679584121
1.1280458074095023,-0.0506397494610981,0.6323685439992991
1.0613035393099546,-0.050054027557923146,0.5807660318882216
0.9510730839932127,-0.04946780937452965,0.5298047036903594
0.8108814875565611,-0.048881113287139975,0.4794845127429236
0.7289333385180996,-0.04829392693888751,0.42980542503105873
0.6701720729638009,-0.04770623852289047,0.3807674186160936
0.6186966346153846,-0.04711807467491187,0.33237044439828917
0.5805038843325793,-0.04652941197589589,0.2846144772158186
0.5940132649886878,-0.04594025412667581,0.2374994881514628
0.6668715441176469,-0.04535061576344988,0.19102543337720404
0.6564934003421727,-0.04476048737109581,0.14519227881085658
0.18458631990727326,-0.044169859299642636,0.10000000024554553
-0.3775233859187847,0.1021248526451761,0.19999902250428014
-0.8096530446156082,0.10221003633754225,0.29999819226298463
-1.116218878034765,0.10229527664465607,0.3999975648811951
-1.1615150679833979,0.10238060008054682,0.4999972216560633
-1.0893923811563169,0.1024659859024115,0.5999972234890465
-0.8831640293405498,0.10255144016684016,0.6999976371663089
-0.51059848113879,0.10263697669260811,0.7999985429607597
-0.053867996587515996,0.10272257392377687,0.8999999999535937
0.3768350382219705,-0.052977757632218785,0.8451910635942255
0.7651734337860782,-0.05239398101285601,0.7910234917764112
0.9656874741903549,-0.05180972439339235,0.737497239825721
1.1095893042002545,-0.05122497986764148,0.6846122711724906
1.1122675986423418,-0.05063973979654846,0.6323685570724844
1.037712150735294,-0.05005402465158942,0.5807660479161593
0.9311675997171145,-0.049467807917594364,0.529804721191609
0.8056505161929006,-0.048881115383847346,0.4794845280900915
0.7380342752085985,-0.048293917684998265,0.4298054498081815
0.6788286720407297,-0.04770624245924743,0.3807674393558779
0.6107297892801583,-0.047118072936938406,0.33237046689423266
0.5702294328949229,-0.04652941155946213,0.2846145001179479
0.581863602036487,-0.04594026236106749,0.23749950263206646
0.6637803860840051,-0.04535062672409246,0.19102543666141136
0.6657732373895696,-0.04476048580016401,0.1451922836953187
0.21018255790387957,-0.04416986432305662,0.10000000000000461
-0.3422644776336879,0.10212485349371458,0.1999990230905116
-0.776167562915823,0.10221003206710105,0.2999981886636952
-1.0389124956995412,0.10229527738287944,0.399997562008364
-1.1375848050835358,0.1023805970009927,0.49999721576766326
-1.0774079863189396,0.10246598624322843,0.5999972179395541
-0.8404299658460225,0.10255144047558502,0.699997631924011
-0.48443732772150094,0.10263697662540952,0.7999985376569756
-0.08562160284697509,0.10272257937865041,0.9000000000000055
0.3621126002550659,-0.05297776043529981,0.8451910607803117
0.7417113048400793,-0.05239398864781113,0.7910234811740718
0.9877843269230769,-0.05180972171550455,0.7374972319647555
1.1161326074660634,-0.05122498262155025,0.6846122605079649
1.1083427022058823,-0.050639745768459,0.6323685403230596
1.048173485576923,-0.05005402257908605,0.5807660332954917
0.9626159827488688,-0.04946780949008135,0.5298047049785468
0.8229617536071032,-0.048881106932883216,0.479484520513973
0.7329281589900111,-0.04829392204033035,0.42980543779416
0.6615352427857936,-0.04770624110916972,0.3807674287294985
0.6195778787458379,-0.04711807146333413,0.3323704577803863
0.572003729189789,-0.04652941333334457,0.2846144892016123
0.592516306881243,-0.04594025959191971,0.2374994945504888
0.6581547003329633,-0.0453506233113706,0.19102543206893763
